nom,date,cumulative_confirmed_cases,nom_clean,new_cases,rt_proxy,cumulative_confirmed_deaths,day_idx,rolling_3d_new_cases,anomaly_score
Aungba,2026-06-08,2.0,Aungba,1.0,,1.0,10,0.3333333333333333,-1.4251931756567302
Aungba,2026-06-09,2.0,Aungba,0.0,,1.0,11,0.3333333333333333,-0.8730765821747752
Aungba,2026-06-10,2.0,Aungba,0.0,,1.0,12,0.3333333333333333,-0.8730765821747752
Aungba,2026-06-11,2.0,Aungba,0.0,,1.0,13,0.0,0.0003885944084025539
Aungba,2026-06-13,2.0,Aungba,0.0,,1.0,14,0.0,0.0003885944084025539
Aungba,2026-06-14,2.0,Aungba,0.0,,1.0,15,0.0,0.0003885944084025539
Aungba,2026-06-15,2.0,Aungba,0.0,,1.0,16,0.0,0.0003885944084025539
Aungba,2026-06-16,2.0,Aungba,0.0,0.0,,17,0.0,0.0003885944084025539
Aungba,2026-06-17,4.0,Aungba,2.0,2.0,1.0,18,0.6666666666666666,-1.2757418637367692
Aungba,2026-06-18,6.0,Aungba,2.0,4.0,2.0,19,1.3333333333333333,-1.980445902168082
Aungba,2026-06-19,6.0,Aungba,0.0,4.0,2.0,20,1.3333333333333333,-1.4297595964480365
Aungba,2026-06-20,6.0,Aungba,0.0,4.0,2.0,21,0.6666666666666666,-1.3769433595928646
Aungba,2026-06-21,6.0,Aungba,0.0,4.0,2.0,22,0.0,0.0003885944084025539
Aungba,2026-06-22,6.0,Aungba,0.0,4.0,2.0,23,0.0,0.0003885944084025539
Aungba,2026-06-23,6.0,Aungba,0.0,,2.0,24,0.0,0.0003885944084025539
Aungba,2026-06-24,6.0,Aungba,0.0,1.0,2.0,25,0.0,0.0003885944084025539
Aungba,2026-06-25,6.0,Aungba,0.0,0.0,2.0,26,0.0,0.0003885944084025539
Aungba,2026-06-29,6.0,Aungba,0.0,0.0,2.0,27,0.0,0.0003885944084025539
Aungba,2026-06-30,6.0,Aungba,0.0,0.0,2.0,28,0.0,0.0003885944084025539
Aungba,2026-07-01,6.0,Aungba,0.0,0.0,2.0,29,0.0,0.0003885944084025539
Aungba,2026-07-02,6.0,Aungba,0.0,0.0,2.0,30,0.0,0.0003885944084025539
Aungba,2026-07-03,6.0,Aungba,0.0,0.0,2.0,31,0.0,0.0003885944084025539
Aungba,2026-07-04,6.0,Aungba,0.0,0.0,2.0,32,0.0,0.0003885944084025539
Aungba,2026-07-05,6.0,Aungba,0.0,,2.0,33,0.0,0.0003885944084025539
Aungba,2026-07-06,6.0,Aungba,0.0,,2.0,34,0.0,0.0003885944084025539
Aungba,2026-07-07,6.0,Aungba,0.0,,2.0,35,0.0,0.0003885944084025539
Aungba,2026-07-08,6.0,Aungba,0.0,,2.0,36,0.0,0.0003885944084025539
Aungba,2026-07-09,6.0,Aungba,0.0,,2.0,37,0.0,0.0003885944084025539
Aungba,2026-07-10,6.0,Aungba,0.0,,2.0,38,0.0,0.0003885944084025539
Aungba,2026-07-11,6.0,Aungba,0.0,,2.0,39,0.0,0.0003885944084025539
Aungba,2026-07-13,6.0,Aungba,0.0,,2.0,40,0.0,0.0003885944084025539
Aungba,2026-07-15,6.0,Aungba,0.0,,2.0,41,0.0,0.0003885944084025539
Aungba,2026-07-17,6.0,Aungba,0.0,,2.0,42,0.0,0.0003885944084025539
Aungba,2026-07-18,6.0,Aungba,0.0,,2.0,43,0.0,0.0003885944084025539
Aungba,2026-07-19,6.0,Aungba,0.0,,2.0,44,0.0,0.0003885944084025539
Aungba,2026-07-20,6.0,Aungba,0.0,,2.0,45,0.0,0.0003885944084025539
Aungba,2026-07-22,4.0,Aungba,0.0,,4.0,46,0.0,0.0003885944084025539
Aungba,2026-07-23,4.0,Aungba,0.0,,4.0,47,0.0,0.0003885944084025539
Aungba,2026-07-25,4.0,Aungba,0.0,,4.0,48,0.0,0.0003885944084025539
Aungba,2026-07-26,5.0,Aungba,1.0,,4.0,49,0.3333333333333333,-1.4251931756567302
Aungba,2026-07-27,5.0,Aungba,0.0,,4.0,50,0.3333333333333333,-0.8730765821747752
Aungba,2026-07-30,9.0,Aungba,4.0,,5.0,51,1.6666666666666667,1.417288206080162
Aungba,2026-07-31,9.0,Aungba,0.0,,5.0,52,1.3333333333333333,-1.4297595964480365
Aungba,2026-08-01,9.0,Aungba,0.0,,5.0,53,1.3333333333333333,-1.4297595964480365
Aungba,2026-08-02,10.0,Aungba,1.0,,5.0,54,0.3333333333333333,-1.4251931756567302
Aungba,2026-08-03,10.0,Aungba,0.0,,5.0,55,0.3333333333333333,-0.8730765821747752
Aungba,2026-08-04,10.0,Aungba,0.0,5.0,5.0,56,0.3333333333333333,-0.8730765821747752
Bambu,2026-05-20,1.0,Bambu,0.0,,,0,0.0,0.0003885944084025539
Bambu,2026-05-21,1.0,Bambu,0.0,,0.0,1,0.0,0.0003885944084025539
Bambu,2026-05-22,1.0,Bambu,0.0,,0.0,2,0.0,0.0003885944084025539
Bambu,2026-05-23,0.0,Bambu,0.0,,0.0,3,0.0,0.0003885944084025539
Bambu,2026-05-24,2.0,Bambu,2.0,,0.0,4,0.6666666666666666,-1.2757418637367692
Bambu,2026-05-25,0.0,Bambu,0.0,,,5,0.6666666666666666,-1.3769433595928646
Bambu,2026-05-26,0.0,Bambu,0.0,,0.0,6,0.6666666666666666,-1.3769433595928646
Bambu,2026-05-27,0.0,Bambu,0.0,,0.0,7,0.0,0.0003885944084025539
Bambu,2026-05-28,2.0,Bambu,2.0,,2.0,8,0.6666666666666666,-1.2757418637367692
Bambu,2026-05-29,2.0,Bambu,0.0,,2.0,9,0.6666666666666666,-1.3769433595928646
Bambu,2026-05-30,2.0,Bambu,0.0,,2.0,10,0.6666666666666666,-1.3769433595928646
Bambu,2026-06-01,2.0,Bambu,0.0,1.0,2.0,11,0.0,0.0003885944084025539
Bambu,2026-06-02,2.0,Bambu,0.0,1.0,2.0,12,0.0,0.0003885944084025539
Bambu,2026-06-03,2.0,Bambu,0.0,1.0,2.0,13,0.0,0.0003885944084025539
Bambu,2026-06-04,5.0,Bambu,3.0,2.5,2.0,14,1.0,-0.00012951072800149177
Bambu,2026-06-05,5.0,Bambu,0.0,0.75,2.0,15,1.0,-1.5436957073615716
Bambu,2026-06-06,5.0,Bambu,0.0,0.75,2.0,16,1.0,-1.5436957073615716
Bambu,2026-06-07,5.0,Bambu,0.0,0.75,2.0,17,0.0,0.0003885944084025539
Bambu,2026-06-08,5.0,Bambu,0.0,1.5,2.0,18,0.0,0.0003885944084025539
Bambu,2026-06-09,5.0,Bambu,0.0,1.5,2.0,19,0.0,0.0003885944084025539
Bambu,2026-06-10,7.0,Bambu,2.0,2.5,2.0,20,0.6666666666666666,-1.2757418637367692
Bambu,2026-06-11,7.0,Bambu,0.0,0.4,2.0,21,0.6666666666666666,-1.3769433595928646
Bambu,2026-06-13,7.0,Bambu,0.0,0.6666666666666666,2.0,22,0.6666666666666666,-1.3769433595928646
Bambu,2026-06-14,7.0,Bambu,0.0,0.6666666666666666,2.0,23,0.0,0.0003885944084025539
Bambu,2026-06-15,7.0,Bambu,0.0,0.6666666666666666,2.0,24,0.0,0.0003885944084025539
Bambu,2026-06-16,7.0,Bambu,0.0,0.6666666666666666,,25,0.0,0.0003885944084025539
Bambu,2026-06-17,9.0,Bambu,2.0,1.3333333333333333,2.0,26,0.6666666666666666,-1.2757418637367692
Bambu,2026-06-18,9.0,Bambu,0.0,0.4,2.0,27,0.6666666666666666,-1.3769433595928646
Bambu,2026-06-19,9.0,Bambu,0.0,1.0,2.0,28,0.6666666666666666,-1.3769433595928646
Bambu,2026-06-20,14.0,Bambu,5.0,3.5,2.0,29,1.6666666666666667,3.686769681237701
Bambu,2026-06-21,14.0,Bambu,0.0,3.5,2.0,30,1.6666666666666667,-1.0995592185456076
Bambu,2026-06-22,14.0,Bambu,0.0,3.5,2.0,31,1.6666666666666667,-1.0995592185456076
Bambu,2026-06-23,14.0,Bambu,0.0,3.5,2.0,32,0.0,0.0003885944084025539
Bambu,2026-06-24,14.0,Bambu,0.0,1.25,2.0,33,0.0,0.0003885944084025539
Bambu,2026-06-25,14.0,Bambu,0.0,2.5,3.0,34,0.0,0.0003885944084025539
Bambu,2026-06-29,16.0,Bambu,2.0,3.5,4.0,35,0.6666666666666666,-1.2757418637367692
Bambu,2026-06-30,16.0,Bambu,0.0,0.2857142857142857,5.0,36,0.6666666666666666,-1.3769433595928646
Bambu,2026-07-01,16.0,Bambu,0.0,0.2857142857142857,5.0,37,0.6666666666666666,-1.3769433595928646
Bambu,2026-07-02,18.0,Bambu,2.0,0.5714285714285714,5.0,38,0.6666666666666666,-1.2757418637367692
Bambu,2026-07-03,18.0,Bambu,0.0,0.5714285714285714,5.0,39,0.6666666666666666,-1.3769433595928646
Bambu,2026-07-04,18.0,Bambu,0.0,0.8,5.0,40,0.6666666666666666,-1.3769433595928646
Bambu,2026-07-05,25.0,Bambu,7.0,2.2,6.0,41,2.3333333333333335,7.06250356623868
Bambu,2026-07-06,28.0,Bambu,3.0,1.7142857142857142,9.0,42,3.3333333333333335,2.0519713725393576
Bambu,2026-07-07,28.0,Bambu,0.0,6.0,9.0,43,3.3333333333333335,2.4737885849719383
Bambu,2026-07-08,29.0,Bambu,1.0,6.5,10.0,44,1.3333333333333333,-2.4283795635449046
Bambu,2026-07-09,29.0,Bambu,0.0,2.75,10.0,45,0.3333333333333333,-0.8730765821747752
Bambu,2026-07-10,31.0,Bambu,2.0,3.25,10.0,46,1.0,-1.780933853258734
Bambu,2026-07-11,31.0,Bambu,0.0,3.25,10.0,47,0.6666666666666666,-1.3769433595928646
Bambu,2026-07-13,31.0,Bambu,0.0,0.5454545454545454,10.0,48,0.6666666666666666,-1.3769433595928646
Bambu,2026-07-15,31.0,Bambu,0.0,0.25,11.0,49,0.0,0.0003885944084025539
Bambu,2026-07-17,36.0,Bambu,5.0,0.6666666666666666,12.0,50,1.6666666666666667,3.686769681237701
Bambu,2026-07-18,36.0,Bambu,0.0,0.5384615384615384,12.0,51,1.6666666666666667,-1.0995592185456076
Bambu,2026-07-19,40.0,Bambu,4.0,1.0,14.0,52,3.0,2.274102231014151
Bambu,2026-07-20,40.0,Bambu,0.0,0.6923076923076923,14.0,53,1.3333333333333333,-1.4297595964480365
Bambu,2026-07-22,51.0,Bambu,11.0,1.5384615384615383,9.0,54,5.0,13.474337340997526
Bambu,2026-07-23,51.0,Bambu,0.0,3.333333333333333,10.0,55,3.6666666666666665,3.5441747552959892
Bambu,2026-07-25,54.0,Bambu,3.0,7.666666666666667,11.0,56,4.666666666666667,7.279484277309509
Bambu,2026-07-26,57.0,Bambu,3.0,2.625,11.0,57,2.0,-0.47169610694086117
Bambu,2026-07-27,57.0,Bambu,0.0,3.0,12.0,58,2.0,-0.6101078696110918
Bambu,2026-07-30,60.0,Bambu,3.0,1.818181818181818,12.0,59,2.0,-0.47169610694086117
Bambu,2026-07-31,60.0,Bambu,0.0,2.2222222222222223,12.0,60,1.0,-1.5436957073615716
Bambu,2026-08-01,60.0,Bambu,0.0,0.45,13.0,61,1.0,-1.5436957073615716
Bambu,2026-08-02,64.0,Bambu,4.0,0.65,15.0,62,1.3333333333333333,1.8035082870597936
Bambu,2026-08-03,69.0,Bambu,5.0,0.6521739130434783,15.0,63,3.0,3.6215717484982033
Bambu,2026-08-04,69.0,Bambu,0.0,0.5714285714285714,17.0,64,3.0,1.5342897320051847
Beni,2026-05-28,2.0,Beni,0.0,,0.0,0,0.0,0.0003885944084025539
Beni,2026-05-29,2.0,Beni,0.0,,0.0,1,0.0,0.0003885944084025539
Beni,2026-05-30,2.0,Beni,0.0,,0.0,2,0.0,0.0003885944084025539
Beni,2026-06-01,5.0,Beni,3.0,,3.0,3,1.0,-0.00012951072800149177
Beni,2026-06-02,5.0,Beni,0.0,,3.0,4,1.0,-1.5436957073615716
Beni,2026-06-03,5.0,Beni,0.0,,3.0,5,1.0,-1.5436957073615716
Beni,2026-06-04,5.0,Beni,0.0,,3.0,6,0.0,0.0003885944084025539
Beni,2026-06-05,5.0,Beni,0.0,,3.0,7,0.0,0.0003885944084025539
Beni,2026-06-06,5.0,Beni,0.0,,3.0,8,0.0,0.0003885944084025539
Beni,2026-06-07,9.0,Beni,4.0,,7.0,9,1.3333333333333333,1.8035082870597936
Beni,2026-06-08,9.0,Beni,0.0,1.3333333333333333,7.0,10,1.3333333333333333,-1.4297595964480365
Beni,2026-06-09,9.0,Beni,0.0,1.3333333333333333,7.0,11,1.3333333333333333,-1.4297595964480365
Beni,2026-06-10,9.0,Beni,0.0,1.3333333333333333,7.0,12,0.0,0.0003885944084025539
Beni,2026-06-11,9.0,Beni,0.0,1.3333333333333333,5.0,13,0.0,0.0003885944084025539
Beni,2026-06-13,14.0,Beni,5.0,3.0,10.0,14,1.6666666666666667,3.686769681237701
Beni,2026-06-14,14.0,Beni,0.0,3.0,10.0,15,1.6666666666666667,-1.0995592185456076
Beni,2026-06-15,14.0,Beni,0.0,0.7142857142857143,10.0,16,1.6666666666666667,-1.0995592185456076
Beni,2026-06-16,14.0,Beni,0.0,1.25,,17,0.0,0.0003885944084025539
Beni,2026-06-17,15.0,Beni,1.0,1.5,12.0,18,0.3333333333333333,-1.4251931756567302
Beni,2026-06-18,16.0,Beni,1.0,1.75,12.0,19,0.6666666666666666,-2.094588153870461
Beni,2026-06-19,16.0,Beni,0.0,1.75,12.0,20,0.6666666666666666,-1.3769433595928646
Beni,2026-06-20,17.0,Beni,1.0,0.3333333333333333,12.0,21,0.6666666666666666,-2.094588153870461
Beni,2026-06-21,18.0,Beni,1.0,0.4444444444444444,12.0,22,0.6666666666666666,-2.094588153870461
Beni,2026-06-22,20.0,Beni,2.0,1.2,12.0,23,1.3333333333333333,-1.980445902168082
Beni,2026-06-23,20.0,Beni,0.0,1.2,12.0,24,1.0,-1.5436957073615716
Beni,2026-06-24,20.0,Beni,0.0,0.8333333333333334,12.0,25,0.6666666666666666,-1.3769433595928646
Beni,2026-06-25,22.0,Beni,2.0,0.8571428571428571,13.0,26,0.6666666666666666,-1.2757418637367692
Beni,2026-06-29,22.0,Beni,0.0,0.8571428571428571,14.0,27,0.6666666666666666,-1.3769433595928646
Beni,2026-06-30,24.0,Beni,2.0,2.333333333333333,15.0,28,1.3333333333333333,-1.980445902168082
Beni,2026-07-01,26.0,Beni,2.0,2.0,15.0,29,1.3333333333333333,-1.980445902168082
Beni,2026-07-02,28.0,Beni,2.0,1.3333333333333333,16.0,30,2.0,-1.6146398312245296
Beni,2026-07-03,29.0,Beni,1.0,1.5,17.0,31,1.6666666666666667,-2.192902003606882
Beni,2026-07-04,29.0,Beni,0.0,1.8,17.0,32,1.0,-1.5436957073615716
Beni,2026-07-05,29.0,Beni,0.0,1.1666666666666667,17.0,33,0.3333333333333333,-0.8730765821747752
Beni,2026-07-06,29.0,Beni,0.0,1.1666666666666667,19.0,34,0.0,0.0003885944084025539
Beni,2026-07-07,29.0,Beni,0.0,0.7142857142857143,19.0,35,0.0,0.0003885944084025539
Beni,2026-07-08,29.0,Beni,0.0,0.375,19.0,36,0.0,0.0003885944084025539
Beni,2026-07-09,30.0,Beni,1.0,0.25,20.0,37,0.3333333333333333,-1.4251931756567302
Beni,2026-07-10,30.0,Beni,0.0,0.1111111111111111,20.0,38,0.3333333333333333,-0.8730765821747752
Beni,2026-07-11,30.0,Beni,0.0,0.1111111111111111,20.0,39,0.3333333333333333,-0.8730765821747752
Beni,2026-07-13,31.0,Beni,1.0,0.2857142857142857,20.0,40,0.3333333333333333,-1.4251931756567302
Beni,2026-07-15,33.0,Beni,2.0,0.5714285714285714,22.0,41,1.0,-1.780933853258734
Beni,2026-07-17,34.0,Beni,1.0,1.0,24.0,42,1.3333333333333333,-2.4283795635449046
Beni,2026-07-18,37.0,Beni,3.0,2.6666666666666665,25.0,43,2.0,-0.47169610694086117
Beni,2026-07-19,37.0,Beni,0.0,3.5,25.0,44,1.3333333333333333,-1.4297595964480365
Beni,2026-07-20,37.0,Beni,0.0,7.0,25.0,45,1.0,-1.5436957073615716
Beni,2026-07-22,41.0,Beni,4.0,11.0,29.0,46,1.3333333333333333,1.8035082870597936
Beni,2026-07-23,42.0,Beni,1.0,5.5,29.0,47,1.6666666666666667,-2.192902003606882
Beni,2026-07-25,43.0,Beni,1.0,2.5,30.0,48,2.0,-1.760004808930578
Beni,2026-07-26,44.0,Beni,1.0,2.0,34.0,49,1.0,-2.4141408616472937
Beni,2026-07-27,46.0,Beni,2.0,1.125,37.0,50,1.3333333333333333,-1.980445902168082
Beni,2026-07-30,50.0,Beni,4.0,1.8571428571428568,41.0,51,2.3333333333333335,1.3731388204265578
Beni,2026-07-31,57.0,Beni,7.0,2.857142857142857,46.0,52,4.333333333333333,8.621369030466505
Beni,2026-08-01,61.0,Beni,4.0,1.818181818181818,49.0,53,5.0,9.250521290144011
Beni,2026-08-02,64.0,Beni,3.0,2.0,49.0,54,4.666666666666667,7.279484277309509
Beni,2026-08-03,64.0,Beni,0.0,2.1,49.0,55,2.3333333333333335,-0.00012973376987091
Beni,2026-08-04,64.0,Beni,0.0,2.0,49.0,56,1.0,-1.5436957073615716
Boga,2026-07-06,1.0,Boga,0.0,,1.0,0,0.0,0.0003885944084025539
Boga,2026-07-07,1.0,Boga,0.0,,1.0,1,0.0,0.0003885944084025539
Boga,2026-07-08,1.0,Boga,0.0,,1.0,2,0.0,0.0003885944084025539
Boga,2026-07-09,1.0,Boga,0.0,,1.0,3,0.0,0.0003885944084025539
Boga,2026-07-10,1.0,Boga,0.0,,1.0,4,0.0,0.0003885944084025539
Boga,2026-07-11,1.0,Boga,0.0,,1.0,5,0.0,0.0003885944084025539
Boga,2026-07-13,1.0,Boga,0.0,,1.0,6,0.0,0.0003885944084025539
Boga,2026-07-15,1.0,Boga,0.0,,1.0,7,0.0,0.0003885944084025539
Boga,2026-07-17,1.0,Boga,0.0,,1.0,8,0.0,0.0003885944084025539
Boga,2026-07-18,1.0,Boga,0.0,,1.0,9,0.0,0.0003885944084025539
Boga,2026-07-19,1.0,Boga,0.0,,1.0,10,0.0,0.0003885944084025539
Boga,2026-07-20,1.0,Boga,0.0,,1.0,11,0.0,0.0003885944084025539
Boga,2026-07-22,1.0,Boga,0.0,,1.0,12,0.0,0.0003885944084025539
Boga,2026-07-23,1.0,Boga,0.0,,1.0,13,0.0,0.0003885944084025539
Boga,2026-07-25,1.0,Boga,0.0,,1.0,14,0.0,0.0003885944084025539
Boga,2026-07-26,1.0,Boga,0.0,,1.0,15,0.0,0.0003885944084025539
Boga,2026-07-27,1.0,Boga,0.0,,1.0,16,0.0,0.0003885944084025539
Boga,2026-07-30,1.0,Boga,0.0,,1.0,17,0.0,0.0003885944084025539
Boga,2026-07-31,1.0,Boga,0.0,,1.0,18,0.0,0.0003885944084025539
Boga,2026-08-01,1.0,Boga,0.0,,1.0,19,0.0,0.0003885944084025539
Boga,2026-08-02,1.0,Boga,0.0,,1.0,20,0.0,0.0003885944084025539
Boga,2026-08-03,1.0,Boga,0.0,,1.0,21,0.0,0.0003885944084025539
Boga,2026-08-04,1.0,Boga,0.0,,1.0,22,0.0,0.0003885944084025539
Bunia,2026-05-15,0.0,Bunia,0.0,,,0,0.0,0.0003885944084025539
Bunia,2026-05-18,6.0,Bunia,6.0,,,1,3.0,5.090179781983085
Bunia,2026-05-19,6.0,Bunia,0.0,,0.0,2,2.0,-0.6101078696110918
Bunia,2026-05-20,11.0,Bunia,5.0,,0.0,3,3.6666666666666665,5.020669015056628
Bunia,2026-05-21,15.0,Bunia,4.0,,1.0,4,3.0,2.274102231014151
Bunia,2026-05-22,23.0,Bunia,8.0,,2.0,5,5.666666666666667,12.894973761754539
Bunia,2026-05-23,24.0,Bunia,1.0,,2.0,6,4.333333333333333,5.313937525234401
Bunia,2026-05-24,24.0,Bunia,0.0,,2.0,7,3.0,1.5342897320051847
Bunia,2026-05-25,24.0,Bunia,0.0,3.0,2.0,8,0.3333333333333333,-0.8730765821747752
Bunia,2026-05-26,36.0,Bunia,12.0,5.0,2.0,9,4.0,13.637123363359693
Bunia,2026-05-27,37.0,Bunia,1.0,2.363636363636364,2.0,10,4.333333333333333,5.313937525234401
Bunia,2026-05-28,80.0,Bunia,43.0,4.333333333333333,8.0,11,18.666666666666668,16.74245339574133
Bunia,2026-05-29,80.0,Bunia,0.0,2.4782608695652173,8.0,12,14.666666666666666,15.620649336139927
Bunia,2026-05-30,80.0,Bunia,0.0,2.333333333333333,8.0,13,14.333333333333334,15.543919689295173
Bunia,2026-06-01,80.0,Bunia,0.0,2.333333333333333,8.0,14,0.0,0.0003885944084025539
Bunia,2026-06-02,85.0,Bunia,5.0,3.388888888888889,8.0,15,1.6666666666666667,3.686769681237701
Bunia,2026-06-03,97.0,Bunia,12.0,2.033333333333333,9.0,16,5.666666666666667,15.121533157424519
Bunia,2026-06-04,123.0,Bunia,26.0,3.3076923076923075,11.0,17,14.333333333333334,17.70977952843632
