"nom","socioeconomic_inequality"
"Baka","0.574999988079071"
"Kabongo","0.577522480548896"
"Kamina","0.574980818644105"
"Kaniama","0.59184132325455"
"Kayamba","0.607854400676148"
"Kinda","0.574109473993926"
"Kitenge","0.588760837929549"
"Songa","0.575224203697759"
"Adi","0.55634051716348"
"Adja","0.597128524494193"
"Angumu","0.538118870177785"
"Ariwara","0.6048873034068"
"Aru","0.607316181606649"
"Aungba","0.609750802979512"
"Biringi","0.594174251382602"
"Kambala","0.614314306312721"
"Laybo","0.57333662877405"
"Logo","0.581937453750227"
"Mahagi","0.590066986884523"
"Nyarambe","0.55678633388926"
"Rimba","0.6085131436423"
"Bambu","0.621758015665205"
"Boga","0.585883956767258"
"Bunia","0.606701624219767"
"Damas","0.613513794938113"
"Drodro","0.573318577022004"
"Fataki","0.588473853107748"
"Gety","0.586053833437575"
"Jiba","0.558969622941651"
"Kilo","0.622878306329664"
"Komanda","0.626187992851949"
"Linga","0.57002351429488"
"Lita","0.591249083010876"
"Lolwa","0.625232269465297"
"Mambasa","0.623387971202172"
"Mandima","0.629848598839547"
"Mangala","0.610699275701122"
"Mongbwalu","0.613559009123426"
"Nia Nia","0.598464134046509"
"Nizi","0.612203731551605"
"Nyankunde","0.61354842861761"
"Rethy","0.581264674920637"
"Rwampara","0.607460916436191"
"Tchomia","0.548333810001442"
"Bulape","0.446861028189218"
"Dekese","0.446535180161261"
"Ilebo","0.462935577040958"
"Kakenge","0.445909149385472"
"Luebo","0.445765276576005"
"Mikope","0.471467924569201"
"Mushenge","0.448285605355161"
"Mweka","0.446351357129042"
"Ndjoko Mpunda","0.446978012861961"
"Banga Lubaka","0.459569578841209"
"Kalonda Ouest","0.447977424707187"
"Kamonia","0.481478179809349"
"Kamwesha","0.446365854942325"
"Kanzala","0.448896316943256"
"Kitangwa","0.460177300432916"
"Mutena","0.467389415087267"
"Nyanga","0.462958467963675"
"Tshikapa","0.449091113654595"
"Bena Leka","0.443699699492076"
"Bena Tshadi","0.442914557370279"
"Bilomba","0.442115842263587"
"Bobozo","0.443194348787923"
"Bunkonde","0.443847694370057"
"Demba","0.442391090346029"
"Dibaya","0.483947095847144"
"Kananga","0.443362244121943"
"Katende","0.460752680867013"
"Katoka","0.442891279206225"
"Lubondaie","0.466403268317424"
"Lubunga (Kasaï-Central)","0.488293076734914"
"Lukonga","0.443233411731365"
"Mikalayi","0.442615395621239"
"Muetshi","0.442594125955675"
"Mutoto","0.444816335419886"
"Ndekesha","0.443080448209049"
"Ndesha","0.442837657843979"
"Tshikaji","0.443288268825944"
"Tshikula","0.456252138245994"
"Kalomba","0.447921840565899"
"Luambo","0.467484515240504"
"Luiza","0.442564522146576"
"Masuika","0.469955908130868"
"Tshibala","0.447104057635779"
"Yangala","0.510836223474668"
"Bibanga","0.585347267932377"
"Bipemba","0.54943869967986"
"Bonzola","0.554643723350249"
"Cilundu","0.567654271607231"
"Citenge","0.559258224192936"
"Dibindi","0.554118473423023"
"Diulu","0.550375343541002"
"Kabeya Kamwanga","0.514683689366982"
"Kansele","0.552138472497288"
"Kasansa","0.599615929113673"
"Lubilanji","0.554587222945281"
"Lukelenge","0.55399146956554"
"Miabi","0.55385313511651"
"Mpokolo","0.547860688749207"
"Mukumbi","0.529410142820296"
"Muya","0.55135337469744"
"Nzaba","0.551844974983906"
"Tshilenge","0.578196909849734"
"Tshishimbi","0.560707431604325"
"Bumbu","0.494202146157797"
"Kalamu 1","0.496371192345694"
"Kalamu 2","0.498032752127865"
"Kasa Vubu","0.493346781564168"
"Kingabwa","0.505665498431847"
"Kisenso","0.508827559339555"
"Lemba","0.503296670482822"
"Limete","0.501152668785848"
"Makala","0.498283098433957"
"Matete","0.507734581633987"
"Ngaba","0.50112627289024"
"Ngiri Ngiri","0.49358501936801"
"Biyela","0.521662158098766"
"Kikimi","0.525572007635325"
"Kimbanseke","0.5169633065811"
"Kingasani","0.519468412852951"
"Maluku 1","0.534175567444226"
"Maluku 2","0.560335904988906"
"Masina 1","0.512746395920857"
"Masina 2","0.518994960187872"
"Ndjili","0.513956968382397"
"Nsele","0.536079729215956"
"Bandalungwa","0.488839931292902"
"Barumbu","0.495204842351164"
"Binza Meteo","0.487835775926791"
"Binza Ozone","0.475266916240581"
"Gombe","0.488412349406201"
"Kinshasa","0.492629995175845"
"Kintambo","0.485764492915798"
"Kokolo","0.486792192714845"
"Lingwala","0.490567320567603"
"Mont Ngafula 1","0.5009631218478"
"Mont Ngafula 2","0.472236614333896"
"Police","0.50834381449282"
"Selembao","0.494718464412138"
"Boma","0.531983929107191"
"Boma Bungu","0.531813614804222"
"Kangu","0.540745042352913"
"Kinkonzi","0.455095215785376"
"Kitona","0.567224206434729"
"Kizu","0.523305209888413"
"Kuimba","0.569248251977319"
"Lukula","0.537321734441853"
"Muanda","0.578628333279797"
"Tshela","0.539773129510781"
"Vaku","0.526671010969847"
"Inga","0.528771802559433"
"Kibunzi","0.490294367023124"
"Luozi","0.46384255799036"
"Mangembo","0.401995646804979"
"Matadi","0.531806546259305"
"Nsona Mpangu","0.53063856127155"
"Nzanza","0.531523996207435"
"Seke Banza","0.51225934942653"
"Boko Kivulu","0.522257824043214"
"Gombe Matadi","0.465852268064786"
"Kimpangu","0.533634243555226"
"Kimpese","0.528315844145762"
"Kimvula","0.513098669648297"
"Kisantu","0.518801642505079"
"Kwilu Ngongo","0.529982253644638"
"Massa","0.486301256066279"
"Mbanza Ngungu","0.525429315231713"
"Ngidinga","0.532000091673683"
"Nselo","0.531089473330275"
"Sona Bata","0.506040696223956"
"Kahemba","0.454924851324753"
"Kajiji","0.455110877578936"
"Kisanji","0.491820187033164"
"Panzi","0.444261204836979"
"Tembo","0.486921958287882"
"Boko","0.469998771317568"
"Feshi","0.474750660456005"
"Kasongo Lunda","0.477304246698234"
"Kenge","0.482621672703935"
"Kimbao","0.459581405376131"
"Kitenda","0.455247195699325"
"Mwela Lembwa","0.455536446921593"
"Popokabaka","0.469553285894571"
"Wamba Lwadi","0.444905386745154"
"Bagata","0.573390877970973"
"Bandundu","0.525724853024181"
"Djuma","0.583392901697321"
"Kikongo","0.553947398563079"
"Sia","0.564784247552538"
"Vanga","0.584507656196726"
"Bulungu","0.584999975938745"
"Gungu","0.564204416198252"
"Idiofa","0.584642905368162"
"Ipamu","0.554799091826753"
"Kikwit Nord","0.584999978542328"
"Kikwit Sud","0.584999978542328"
"Kimputu","0.580622694588569"
"Kingandu","0.560556770002329"
"Koshibanda","0.555153068565334"
"Lusanga","0.584957962877419"
"Masi Manimba","0.561988381118999"
"Moanza","0.540195834355653"
"Mokala","0.563191021106441"
"Mosango","0.581358041353523"
"Mukedi","0.557569904146683"
"Mungindu","0.5836601573749"
"Pay Kongila","0.563335281190383"
"Yasa Bonga","0.57254878786235"
"Kabinda","0.643988129567003"
"Kalambayi Kabanga","0.637073622543382"
"Kalonda Est","0.63465180766221"
"Kamana","0.649903387719159"
"Lubao","0.638642731597341"
"Ludimbi Lukula","0.615808981180711"
"Mulumba","0.626057897635321"
"Ngandajika","0.640677127123635"
"Tshofa","0.626709471295091"
"Kalenda","0.60142258712218"
"Kamiji","0.581470343800703"
"Kanda Kanda","0.627301019285845"
"Luputa","0.637669598116686"
"Makota","0.600321021898956"
"Mweneditu","0.602690776631596"
"Wikong","0.586337720713914"
"Dilolo","0.560116555705776"
"Kafakumba","0.569710308891288"
"Kalamba","0.573063007235071"
"Kapanga","0.558898166888647"
"Kasaji","0.568087257691483"
"Sandoa","0.569260322988438"
"Bunkeya","0.577612341843191"
"Dilala","0.56902897298014"
"Fungurume","0.572294460878978"
"Kanzenze","0.569145331340961"
"Lualaba","0.569491310898326"
"Lubudi","0.571061461466063"
"Manika","0.569001639030511"
"Mutshatsha","0.569533408863415"
"Banzow Moke","0.481910100814331"
"Inongo","0.488094054754819"
"Kiri","0.472090477610647"
"Mimia","0.48933035677024"
"Ntandembelo","0.465403444910334"
"Oshwe","0.506680132484727"
"Pendjwa","0.427376863653438"
"Yumbi","0.384398352644515"
"Bokoro","0.505314854864767"
"Bolobo","0.391510850601425"
"Bosobe","0.518753552077381"
"Kwamouth","0.484375416891439"
"Mushie","0.500223367546018"
"Nioki","0.50499554619698"
"Kabambare","0.498800051200165"
"Kampene","0.479217696316909"
"Kasongo","0.476258238252724"
"Kibombo","0.47671432894667"
"Kunda","0.479101876412937"
"Lusangi","0.499561486255764"
"Saramabila","0.485716868071247"
"Tunda","0.476987819943456"
"Alunguli","0.476000010967254"
"Kailo","0.47715408362457"
"Kalima","0.483659293231312"
"Kindu","0.476000010967255"
"Pangi","0.483314749572211"
"Samba","0.485955159394253"
"Ferekeni","0.508154681917301"
"Lubutu","0.515927085590036"
"Obokote","0.523038599189477"
"Punia","0.488984104813742"
"Bumba","0.421661101388527"
"Lolo","0.454083077661351"
"Yamaluka","0.396949578170903"
"Yambuku","0.381651114884024"
"Yamongili","0.418304448318006"
"Binga","0.404632114579761"
"Bongandanga","0.368032660665933"
"Boso Manzi","0.393866524422228"
"Boso Mondanda","0.380097568548496"
"Bosondjo","0.386781500371238"
"Lisala","0.376337450549023"
"Pimu","0.376441224848171"
"Alimbongo","0.642090322351657"
"Beni","0.622299986609748"
"Biena","0.642018938886358"
"Butembo","0.638776925105464"
"Kalunguta","0.633903474955078"
"Kamango","0.566010439600977"
"Katwa","0.633936640414137"
"Kyondo","0.613440221399916"
"Lubero","0.637578485899556"
"Mabalako","0.63482520734762"
"Manguredjipa","0.639464689912862"
"Masereka","0.629964354745494"
"Musienene","0.640930590427823"
"Mutwanga","0.585161463848372"
"Oicha","0.627858328106593"
"Vuhovi","0.62268070501023"
"Bambo","0.63981486093954"
"Binza","0.550338560585824"
"Birambizo","0.64064553105451"
"Goma","0.519574006298527"
"Itebero","0.620710211878425"
"Karisimbi","0.51869039474729"
"Katoyi","0.604591031266185"
"Kayna","0.642551559894059"
"Kibirizi","0.640498903640133"
"Kibua","0.639005867701227"
"Kirotshe","0.578241778582811"
"Masisi","0.624751736814697"
"Mweso","0.640820133154947"
"Nyiragongo","0.524699012492129"
"Pinga","0.642689208193191"
"Rutshuru","0.575625274113247"
"Rwanguba","0.537765781323408"
"Walikale","0.625019274503562"
"Abuzi","0.37996312960622"
"Bili (Nord-Ubangi)","0.425755401504136"
"Bosobolo","0.427278384784895"
"Businga","0.384143041138167"
"Gbadolite","0.389242818971308"
"Karawa","0.425372169800334"
"Loko","0.395568421507775"
"Mobayi Mbongo","0.388434660328176"
"Wapinda","0.396875859887091"
"Wasolo","0.415075438194885"
"Yakoma","0.442326031194089"
"Bena Dibele","0.444046959455757"
"Djalo Ndjeka","0.444000796132818"
"Katako Kombe","0.446419376157187"
"Kole","0.444489259762233"
"Lodja","0.444000005722046"
"Lomela","0.438115434271002"
"Lusambo","0.443807319099348"
"Omendjadi","0.443999889137607"
"Ototo","0.444000005722046"
"Tshudi Loto","0.434580654669388"
"Vanga Kete","0.444000005722046"
"Dikungu","0.44597105492403"
"Minga","0.46593658307554"
"Pania Mutombo","0.485484318512124"
"Tshumbe","0.451744219794226"
"Wembo Nyama","0.448866300910099"
"Bagira","0.498931994982985"
"Bunyakiri","0.557110059950295"
"Ibanda","0.490461787974596"
"Idjwi","0.474162555637154"
"Kabare","0.507793652783673"
"Kadutu","0.495454972310898"
"Kalehe","0.518866934373499"
"Kalole","0.513503605212811"
"Kalonge","0.521015179647202"
"Kamituga","0.525971488150938"
"Kaniola","0.520241319473738"
"Katana","0.493951317785547"
"Kaziba","0.499092718282694"
"Kitutu","0.525997652378304"
"Lulingu","0.516207357634252"
"Minova","0.544657147876729"
"Miti Murhesa","0.506849158069916"
"Mubumbano","0.516489920492525"
"Mulungu","0.526045044155388"
"Mwana","0.518050017901161"
"Mwenga","0.523549736934226"
"Nyangezi","0.478749565333815"
"Nyantende","0.489813679940165"
"Shabunda","0.517638133995662"
"Walungu","0.51537261994085"
"Fizi","0.546094381991264"
"Haut Plateau","0.510679843020499"
"Itombwe","0.5254196085253"
"Kimbi Lulenge","0.516530933818497"
"Lemera","0.470324570644175"
"Minembwe","0.524663961579376"
"Nundu","0.526043947141726"
"Ruzizi","0.463133272441477"
"Uvira","0.489556215559581"
"Bangabola","0.48806985389272"
"Bogosenubea","0.474279841499323"
"Bokonzi","0.474941460099948"
"Bominenge","0.463250786317662"
"Boto","0.492567257827929"
"Budjala","0.492347731661392"
"Bulu","0.471001113850218"
"Bwamanda","0.495009099720958"
"Gemena","0.49104520888286"
"Kungu","0.491393364138639"
"Libenge","0.488417092364918"
"Mawuya","0.476109663669414"
"Mbaya","0.460712532460484"
"Ndage","0.439450546902413"
"Tandala","0.495925106284623"
"Zongo","0.530973870086309"
"Bafwagbogbo","0.615368921805226"
"Bafwasende","0.635962305460367"
"Banalia","0.612358424799457"
"Bengamisa","0.637000024318694"
"Kabondo","0.637000024318695"
"Lowa","0.605506665634416"
"Lubunga (Tshopo)","0.637000024318696"
"Makiso Kisangani","0.637000024318695"
"Mangobo","0.637000024318695"
"Opala","0.604689131235416"
"Opienge","0.634084355599702"
"Tshopo","0.637000024318695"
"Ubundu","0.636966359632933"
"Wanierukula","0.635742768026903"
"Yahisuli","0.631913793921966"
"Yakusu","0.637000024318694"
"Yaleko","0.636926008396231"
"Basali","0.634310354595157"
"Basoko","0.63699772283867"
"Isangi","0.637000024318696"
"Yabaondo","0.636992841921207"
"Yahuma","0.602688570407304"
"Yalimbongo","0.568543305893851"
"Befale","0.335008922085987"
"Boende","0.331256814521637"
"Djolu","0.378645460390461"
"Lingomo","0.355953813307671"
"Mompono","0.328639738412498"
"Monkoto","0.340165522303465"
"Wema","0.328020550230249"
"Bokungu","0.328103069329741"
"Busanga","0.32801627261607"
"Ikela","0.381451466418742"
"Mondombe","0.333610199418624"
"Yalifafu","0.330285395514673"
"Ankoro","0.60299405969676"
"Kabalo","0.605576212414055"
"Kalemie","0.604366066945698"
"Kansimba","0.604249587859852"
"Kiambi","0.599967295463737"
"Kongolo","0.601467552146023"
"Manono","0.601322403525116"
"Mbulula","0.595680602993243"
"Moba","0.601920648041768"
"Nyemba","0.602417858785457"
"Nyunzu","0.603221509843405"
