Gombe,72
Kinshasa,89
Kintambo,84
Kokolo,40
Lingwala,59
Mont Ngafula 1,226
Mont Ngafula 2,283
Police,30
Selembao,276
Boma,39
Boma Bungu,40
Kangu,29
Kinkonzi,16
Kitona,7
Kizu,20
Kuimba,21
Lukula,49
Muanda,16
Tshela,18
Vaku,10
Inga,32
Kibunzi,27
Luozi,23
Mangembo,40
Matadi,53
Nsona Mpangu,47
Nzanza,40
Seke Banza,29
Boko Kivulu,34
Gombe Matadi,35
Kimpangu,15
Kimpese,28
Kimvula,20
Kisantu,30
Kwilu Ngongo,39
Massa,25
Mbanza Ngungu,25
Ngidinga,44
Nselo,44
Sona Bata,18
Kahemba,52
Kajiji,62
Kisanji,31
Panzi,89
Tembo,48
Boko,74
Feshi,81
Kasongo Lunda,62
Kenge,82
Kimbao,50
Kitenda,53
Mwela Lembwa,62
Popokabaka,55
Wamba Lwadi,34
Bagata,68
Bandundu,74
Djuma,76
Kikongo,76
Sia,81
Vanga,80
Bulungu,126
Gungu,90
Idiofa,121
Ipamu,74
Kikwit Nord,130
Kikwit Sud,77
Kimputu,63
Kingandu,43
Koshibanda,87
Lusanga,110
Masi Manimba,113
Moanza,51
Mokala,84
Mosango,47
Mukedi,77
Mungindu,59
Pay Kongila,69
Yasa Bonga,126
Kabinda,118
Kalambayi Kabanga,93
Kalonda Est,77
Kamana,145
Lubao,99
Ludimbi Lukula,63
Mulumba,125
Ngandajika,79
Tshofa,70
Kalenda,121
Kamiji,57
Kanda Kanda,109
Luputa,151
Makota,50
Mweneditu,127
Wikong,46
Dilolo,54
Kafakumba,57
Kalamba,54
Kapanga,73
Kasaji,90
Sandoa,54
Bunkeya,20
Dilala,176
Fungurume,234
Kanzenze,96
Lualaba,243
Lubudi,36
Manika,216
Mutshatsha,22
Banzow Moke,57
Inongo,122
Kiri,55
Mimia,42
Ntandembelo,63
Oshwe,120
Pendjwa,51
Yumbi,75
Bokoro,130
Bolobo,68
Bosobe,71
Kwamouth,77
Mushie,88
Nioki,93
Kabambare,67
Kampene,106
Kasongo,77
Kibombo,70
Kunda,162
Lusangi,77
Saramabila,79
Tunda,68
Alunguli,50
Kailo,136
Kalima,99
Kindu,187
Pangi,66
Samba,59
Ferekeni,56
Lubutu,85
Obokote,48
Punia,89
Bumba,109
Lolo,93
Yamaluka,81
Yambuku,155
Yamongili,79
Binga,109
Bongandanga,84
Boso Manzi,85
Boso Mondanda,85
Bosondjo,90
Lisala,137
Pimu,88
Alimbongo,61
Beni,228
Biena,80
Butembo,122
Kalunguta,105
Kamango,12
Katwa,222
Kyondo,47
Lubero,37
Mabalako,108
Manguredjipa,57
Masereka,22
Musienene,76
Mutwanga,96
Oicha,54
Vuhovi,44
Bambo,15
Binza,28
Birambizo,15
Goma,32
Itebero,22
Karisimbi,137
Katoyi,22
Kayna,89
Kibirizi,25
Kibua,17
Kirotshe,30
Masisi,31
Mweso,25
Nyiragongo,30
Pinga,20
Rutshuru,22
Rwanguba,77
Walikale,18
Abuzi,16
Bili (Nord-Ubangi),23
Bosobolo,20
Businga,20
Gbadolite,16
Karawa,28
Loko,17
Mobayi Mbongo,25
Wapinda,14
Wasolo,21
Yakoma,16
Bena Dibele,84
Djalo Ndjeka,66
Katako Kombe,115
Kole,86
Lodja,113
Lomela,93
Lusambo,83
Omendjadi,87
Ototo,81
Tshudi Loto,95
Vanga Kete,77
Dikungu,98
Minga,62
Pania Mutombo,52
Tshumbe,88
Wembo Nyama,68
Bagira,58
Bunyakiri,34
Ibanda,105
Idjwi,44
Kabare,22
Kadutu,113
Kalehe,23
Kalole,31
Kalonge,21
Kamituga,40
Kaniola,23
Katana,27
Kaziba,21
Kitutu,28
Lulingu,22
Minova,25
Miti Murhesa,33
Mubumbano,24
Mulungu,41
Mwana,27
Mwenga,55
Nyangezi,20
Nyantende,20
Shabunda,30
Walungu,40
Fizi,43
Haut Plateau,24
Itombwe,18
Kimbi Lulenge,25
Lemera,28
Minembwe,18
Nundu,26
Ruzizi,31
Uvira,31
Bangabola,72
Bogosenubea,117
Bokonzi,180
Bominenge,86
Boto,85
Budjala,81
Bulu,93
Bwamanda,78
Gemena,269
Kungu,106
Libenge,127
Mawuya,86
Mbaya,44
Ndage,87
Tandala,109
Zongo,50
Bafwagbogbo,68
Bafwasende,69
Banalia,129
Bengamisa,103
Kabondo,102
Lowa,57
Lubunga (Tshopo),70
Makiso Kisangani,179
Mangobo,73
Opala,140
Opienge,53
Tshopo,79
Ubundu,62
Wanierukula,50
Yahisuli,100
Yakusu,85
Yaleko,112
Basali,74
Basoko,97
Isangi,100
Yabaondo,108
Yahuma,101
Yalimbongo,98
Befale,54
Boende,138
Djolu,101
Lingomo,59
Mompono,42
Monkoto,76
Wema,76
Bokungu,97
Busanga,53
Ikela,107
Mondombe,98
Yalifafu,86
Ankoro,33
Kabalo,60
Kalemie,126
Kansimba,37
Kiambi,32
Kongolo,42
Manono,32
Mbulula,49
Moba,170
Nyemba,144
Nyunzu,37
